timestamp,strain_gauge_1,strain_gauge_2,strain_gauge_3
5202469,20544,51215,22567
5202793,22592,16399,26656
5203213,55360,10255,16423
5203520,63551,36879,8224
5203848,34879,55311,18470
5204192,61504,30735,18471
5204531,64,12302,49184
5204879,45120,22543,34854
5205227,34880,59407,14374
5205535,8256,34831,4134
5205910,61504,38927,6179
5206239,8256,61455,12327
5206535,43072,45071,6183
5206892,43072,38927,34855
5207173,53312,32783,36903
5207486,43072,38927,26663
5207894,64,24591,8230
5208245,12352,32783,18470
5208535,47168,32783,47142
5208847,24640,22543,24615
5209265,55360,20495,6183
5209551,45120,18447,16423
5209850,63552,22542,53287
5210246,6208,18447,12327
5210584,4161,2063,18471
5210918,45120,36879,24615
5211262,41024,34831,28704
5211697,2112,24591,24615
5212116,57408,18447,20516
5212484,2112,26639,24615
5212816,51264,38927,45095
5213134,32832,47119,38950
5213431,51264,51215,32807
5213760,20544,55311,26662
5214124,49216,53263,20519
5214464,59457,15,45088
5214803,12352,43023,32805
5215142,2112,22543,38949
5215443,6208,51215,12326
5215741,2112,34831,24614
5216142,61504,15,26661
5216462,2112,22543,16422
5216883,51264,38927,34855
5217191,53312,26639,32806
5217518,16448,34831,53287
5217899,45120,20494,45094
5218225,10304,2062,63526
5218537,30784,38927,28710
5218792,20544,4111,6183
5219187,57408,61455,22567
5219584,51264,20495,18471
5219915,41024,22543,34855
5220246,64,53263,4134
5220575,2112,32783,6182
5220901,2112,36879,18471
5221337,64,34831,22566
5221595,59456,32783,34854
5221962,18496,36879,26662
5222249,22592,34831,43046
5222559,4160,20495,18468
5222875,51264,36879,20519
5223323,38976,61455,18464
5223631,51264,51215,28711
5223952,22592,61455,8229
5224289,20544,45071,4135
5224595,41025,12302,57376
5224902,59456,43023,24614
5225250,64,38927,16422
5225535,49216,38927,24613
5225914,6208,4111,18469
5226203,38976,38927,18470
5226480,28736,2062,61478
5226919,63552,22543,8231
5227207,57408,40975,36902
5227518,30784,10255,8224
5227835,45120,16398,49198
5228155,38976,8207,32807
5228450,26688,6159,38944
5228763,32832,14351,24615
5229135,38976,18447,55335
5229441,4160,32783,16423
5229751,64,16399,24615
5230147,49216,6159,16422
5230507,36928,28687,26662
5230820,18495,59407,22566
5231094,36928,20495,12320
5231414,14400,36879,8230
5231707,59456,59407,18471
5232062,6208,45071,38
5232385,43072,55311,38
5232717,28736,51215,14374
5233027,41024,59407,6183
5233326,28736,32783,28710
5233682,45120,43023,20518
5233969,61504,32783,12327
5234295,2113,6159,10277
5234582,2112,45071,16423
5234882,12353,15,28710
5235275,34880,16399,38950
5235634,59456,24591,24614
5235961,47168,10255,8230
5236249,36928,18447,24614
5236632,43072,61455,8230
5237033,41024,34831,4133
5237355,8256,32782,51238
5237630,41024,20495,14373
5238045,41023,36879,26662
5238422,18496,30735,61478
5238737,30784,32783,12326
5239032,38976,26639,16421
5239409,38976,57359,28711
5239757,36929,2063,28710
5240185,10304,63503,14374
5240503,32832,53263,14375
5240803,16448,34831,38
5241139,18496,8206,55335
5241460,38976,16399,59431
5241841,18496,26639,4134
5242191,43072,26639,26662
5242546,26688,32782,57383
5242849,55360,43023,2086
5243303,10304,18447,32806
5243686,14401,8207,26662
5244069,8256,10255,24614
5244396,2112,18447,38951
5244707,26688,24591,34855
5245024,4160,38928,24614
5245457,14400,2063,53286
5245840,4160,43023,49190
5246220,43072,61455,45093
5246536,4161,22543,20518
5246894,61504,59407,30758
5247248,6208,59407,36901
5247589,34880,43023,24612
5247919,41024,32783,6182
5248256,36928,43023,36902
5248558,18496,20495,38950
5248868,26688,40975,16422
5249242,45120,24591,16422
5249602,32832,6159,53286
5249946,47168,28687,22567
5250283,59456,16399,20514
5250612,32832,40975,45093
5250964,28736,55311,16423
5251292,28736,34831,36902
5251638,36928,26640,16422
5252005,36928,32783,30758
5252369,18496,18447,32806
5252724,63552,15,28710
5253082,55360,43023,22567
5253543,51264,61455,28709
5253879,12352,45071,49190
5254277,8257,10255,40999
5254579,22592,49167,24614
5254972,18496,28687,63527
5255248,64,49167,8230
5255546,20544,57359,24614
5255972,18497,20495,45094
5256255,36929,18447,26662
5256550,34881,16399,32806
5256899,4160,40975,34853
5257211,41025,10255,40992
5257515,53312,53263,45095
5257969,43073,8207,45093
5258333,30785,20495,16423
5258675,30785,26639,40999
5259251,38976,49167,40998
5259717,63552,20495,49189
5260314,34880,32783,34853
5260727,61504,49167,49190
5261233,20544,43023,28711
5261641,51264,57359,63526
5262114,51264,18447,51239
5262561,43073,34831,47142
5263095,36928,45071,32806
5263549,63552,55311,47137
5264005,64,20495,63527
5264327,18496,38927,36902
5264698,28736,45071,38951
5265070,32832,40975,36902
5265461,30784,34831,40999
5265991,2113,2063,49191
5266319,12353,4111,34854
5266696,30784,49167,51239
5267053,4160,45071,26663
5267532,45120,51216,20519
5267953,6209,2063,51238
5268334,14400,36879,38951
5268736,24640,53263,34854
5269035,49216,53263,18471
5269280,55360,32783,16423
5269707,43072,49167,10278
5270050,53311,55311,16421
5270503,12352,20495,28711
5270916,32832,38927,20517
5271236,18497,8207,24615
5271546,10304,38926,30758
5271894,26688,53263,53286
5272215,20545,20494,63526
5272682,51265,16399,43047
5273175,47169,18447,53286
5273566,6208,55311,20518
5273963,51264,53263,38951
5274369,26688,34831,34855
5274637,61504,55311,57376
5275033,53312,30735,28711
5275380,28737,6159,24614
5275724,36929,12303,59431
5276095,10304,53263,38949
5276426,55360,22543,43045
5276776,28736,47119,28711
5277069,53312,53263,61477
5277434,8257,26639,59431
5277725,24641,16399,32806
5278010,12353,18447,16423
5278405,14400,45071,51239
5278794,55360,63503,14368
5279173,61504,45071,18470
5279587,26688,34831,26662
5279998,64,55311,38951
5280355,59456,59407,28710
5280771,45120,45072,40999
5281095,51265,15,34854
5281700,14400,53263,53287
5282226,47169,16399,22566
5282791,61504,28687,34855
5283259,32832,55311,55333
5283756,64,53263,20517
5284239,43072,55311,45094
5284819,24640,59407,32806
5285360,43073,8206,53287
5285819,51265,32783,30758
5286294,38976,43023,24614
5286753,43072,49167,32806
5287166,22592,18447,40998
5287625,14400,55311,16421
5288422,2112,43023,47143
5288800,26688,59407,22566
5289166,49216,18447,20519
5289593,24640,49167,32807
5289969,2113,14352,12326
5290308,43073,15,34855
5290649,61504,59407,26663
5291103,30784,40975,18471
5291500,57408,49166,26663
5291839,53312,61455,10278
5292187,28737,2063,8231
5292503,43073,15,49191
5292915,63552,45071,43047
5293320,2112,24591,40999
5293752,18496,40974,38949
5294153,41024,47119,10278
5294455,2112,45071,10278
5294797,34880,57359,24615
5295152,43072,47119,53280
5295516,10304,38927,10277
5296107,16448,45071,16420
5296420,32832,49167,24615
5296833,55360,61455,34854
5297338,28736,45071,12327
5297800,14400,32783,26671
5298232,45120,36879,26663
5298712,28736,40975,45095
5299411,26688,36879,38951
5299912,38976,36879,24614
5300494,43073,4111,36902
5300858,18496,49167,59431
5301226,51264,43023,28709
5301560,43072,38927,10278
5301897,22593,15,40998
5302240,28736,24591,10279
5302627,43073,15,26662
5303080,22592,57359,4135
5303544,30784,61455,30758
5304045,14400,2063,36901
5304445,45120,45071,38950
5304930,57408,32782,61478
5305344,45120,55311,10279
5305879,22592,24591,10278
5306336,53312,45071,12326
5306800,12352,24591,16422
5307416,32833,40975,30758
5307782,24641,30735,8230
5308092,12352,43022,45094
5308633,14400,26639,26662
5309178,30784,43023,45094
5309596,2112,36879,8230
5309943,49216,49167,24614
5310354,43073,4111,32806
5310699,38976,30735,34853
5311096,64,34831,24614
5311466,63552,34831,36902
5311832,18497,6159,30758
5312314,53312,26639,18471
5312696,57408,43023,6182
5313065,63552,43023,6182
5314061,57408,45071,34854
5314428,30784,34831,16422
5314837,10305,12303,59431
5315131,30784,38927,4132
5315445,10304,45071,20518
5315814,32833,2063,8230
5316173,22592,53263,4134
5316489,61504,49167,18471
5316780,38976,49167,16416
5317110,43072,57359,28709
5317491,55361,6159,18470
5317806,57409,10255,34854
5318097,38976,61455,12327
5318366,64,43023,22566
5318725,55360,32783,6183
5319020,26688,49167,38
5319333,59457,6159,26663
5319709,8256,26639,40999
5319997,57408,61455,36902
5320276,43072,38927,43040
5320615,8257,10255,32806
5321001,57409,34831,20518
5321346,45121,10255,24614
5321780,30785,18447,43047
5322092,55361,14351,30758
5322382,47168,53262,34853
5322735,61504,36879,26661
5323166,32832,55311,34854
5323513,28736,32783,18470
5323894,6208,8207,40998
5324233,65,14351,32807
5324539,24640,45071,55334
5324871,16448,63503,24614
5325236,47169,16399,8230
5325553,61505,4111,36902
5325944,53313,8207,26656
5326248,34881,8207,18471
5326535,18497,4111,57383
5326880,59457,32784,6182
5327144,51265,12303,34855
5327539,2113,20495,22566
5327907,12352,59407,45095
5328220,59457,18447,55335
5328500,32833,26639,47142
5328855,41025,6159,24614
5329194,4161,22543,38951
5329533,57409,4111,34854
5329966,57409,15,57382
5330430,41026,6159,55335
5330782,6208,45071,12327
5331183,36928,45071,26662
5331567,8256,32783,12326
5331956,8256,40975,20519
5332279,8256,49167,40998
5332733,32833,15,47143
5333086,47168,49167,49191
5333617,55361,24591,18471
5334082,53313,12303,63526
5334368,10305,24591,16423
5334688,51264,63503,22567
5335009,28736,53263,8230
5335369,28736,36879,8231
5335945,49216,36879,22567
5336322,51264,43023,34854
5336761,59456,40975,63520
5337245,61505,4111,14375
5337684,30785,63503,40998
5338181,24641,15,26662
5338535,24640,63503,30759
5339015,16448,51215,45094
5339446,34880,57359,49189
5339831,4161,6159,32807
5340236,12352,47118,55335
5340649,49217,15,22566
5340942,6209,15,28710
5341299,57408,45071,22566
5341634,51264,59407,49191
5342064,24640,61455,49190
5342381,30784,45071,12326
5342790,43072,57358,59430
5343275,34880,45071,2086
5343568,8256,55311,12327
5343919,43073,8207,28711
5344267,49216,59406,51238
5344683,55360,53263,34854
5345131,63552,55311,10278
5345485,51265,10255,38951
5345897,8256,34831,16416
5346297,34880,24591,55335
5346636,20544,53263,20519
5347128,45120,38927,2087
5347575,32832,10255,38950
5348026,18496,61455,40999
5348340,57408,18447,36902
5348724,28736,55311,43046
5349034,32832,61455,61479
5349528,16448,38927,63526
5349856,4160,45071,45094
5350197,22592,61456,36903
5350606,64,22543,57383
5351065,43072,49167,36901
5351435,12352,55311,30759
5351764,61504,34831,59430
5352266,20545,15,53286
5352676,53312,49167,63527
5352978,57408,26639,34854
5353358,64,57359,45094
5353666,22592,28687,63527
5354234,64,18447,43046
5354768,14400,26639,36902
5355051,4160,20495,61478
5355461,59456,32783,49190
5355889,22592,40975,53287
5356211,28736,55311,53287
5356672,38976,38927,43047
5357042,49216,36879,28710
5357369,49215,59407,40999
5357749,49216,53263,26662
5358237,18496,20495,53287
5358749,49216,34830,53286
5359209,43071,57359,32806
5359558,38975,40975,45094
5359913,14399,51215,59431
5360258,51263,53264,18464
5360732,12352,34831,55334
5361189,36928,8207,43040
5361707,36928,26639,43047
5362120,61502,59407,51240
5362488,38975,51215,63527
5362967,38975,28687,63527
5363346,2111,40975,61479
5363644,53312,16399,47143
5364157,49215,20495,63527
5364661,53311,43023,36903
5365215,22591,49167,28711
5365534,10304,22543,24615
5366050,10304,40975,63524
5366553,51264,43023,2085
5366814,36928,22543,24615
5367214,59455,55311,30757
5367666,22591,53263,18471
5368141,18495,18447,8230
5368654,22591,55310,61479
5369063,2111,45070,55334
5369532,12352,38927,10279
5369919,14399,47119,26663
5370489,36927,28686,57382
5370808,36927,20495,4134
5371095,51263,51214,59431
5371615,61504,6159,22567
5372099,26687,38926,55335
5372445,2112,24590,51239
5372779,47167,45071,2087
5373203,22591,57358,61479
5373648,12351,57359,8231
5374020,63551,32783,24608
5374425,36927,38927,32815
5374810,4160,24591,63526
5375218,45120,6159,10279
5375558,32832,16399,22575
5375981,30784,40975,36903
5376421,20544,16,20519
5376777,41024,16399,61478
5377273,47168,6159,32807
5377567,18496,15,26662
5377898,38975,55311,20519
5378523,10303,51215,32807
5378933,63551,43023,2088
5379309,6207,49166,61472
5380231,4159,22543,14374
5381056,61504,12303,36902
5381651,14399,22543,30758
5382253,34879,34831,43040
5382877,8256,8207,16422
5383574,43071,57359,18470
5384278,6208,8207,2086
5384989,4159,51215,28710
5385415,12352,16399,2087
5385972,63,53263,10277
5386276,53311,22543,24615
5386705,16447,43023,10279
5387033,59455,28687,38950
5387340,2111,30735,24614
5387723,22591,12302,59431
5388001,6207,22543,49190
5388312,24639,57359,22566
5388641,4159,28687,24614
5388958,6206,57359,26662
5389369,30783,14351,20519
5389772,36927,55311,38944
5390046,38975,32783,10278
5390370,36927,51215,36902
5390682,43071,49167,12320
5390949,43071,57359,4133
5391268,41024,6159,12327
5391583,14399,43023,63527
5391906,6207,28687,28711
5392378,61503,28686,51238
5392712,34879,34831,53285
5393092,2112,14,49190
5393408,12351,18446,45095
5393729,30783,32783,26663
5394081,30783,38927,2086
5394427,36927,34831,20519
5394808,49216,15,28704
5395136,16447,49167,20518
5395466,34879,43023,22566
5395780,59456,6159,24611
5396094,47167,45071,2086
5396412,59455,43023,51239
5396826,22591,36879,55335
5397134,36927,32783,24614
5397493,61503,53263,59430
5397842,10303,34831,32807
5398147,32831,30735,45095
5398422,30783,36879,16423
5398716,8255,28687,36901
5399036,36926,38927,34854
5399333,45119,51215,20519
5399814,49215,51215,24613
5400180,36928,10255,61478
5400609,18495,26639,28704
5401001,63551,38927,22567
5401323,55359,45071,6182
5401658,32831,30735,6183
5401974,34879,34831,32806
5402343,34879,53263,28710
5402623,18495,32783,22567
5403003,24639,55311,6182
5403320,4160,10255,24615
5403737,43072,40975,38
5404148,30784,8207,32806
5404454,34880,4111,32807
5404836,2111,49167,43047
5405108,22591,22543,26663
5405413,18495,45071,51238
5405729,16447,45071,14375
5406046,38975,32783,24615
5406369,32831,49167,8231
5406652,18495,38927,55334
5407154,16448,4111,28704
5407484,12352,4111,40997
5407836,55359,49167,10279
5408161,8255,30735,22567
5408562,41023,51215,36902
5408859,61503,36879,12327
5409133,63552,10255,26663
5409439,28735,49167,36903
5409739,12351,49167,8231
5410060,55360,15,4134
5410379,10304,16399,28711
5410656,16448,15,38951
5410967,47167,28687,24609
5411482,6207,40975,10278
5411770,53311,22543,34854
5412056,22591,38927,14374
5412358,61504,2063,63526
5412693,32831,30735,63526
5413022,18495,49167,57382
5413378,18496,20495,20518
5413687,49215,45071,22567
5414002,43071,38927,28710
5414317,12352,22543,22566
5414605,22592,6159,30752
5414897,63,22543,22567
5415194,26687,51215,63526
5415529,18495,55311,40992
5415956,26687,57359,24615
5416294,51263,53263,40998
5416620,16447,55311,57383
5417009,28736,32783,38950
5417302,47167,51215,16423
5417632,53311,53263,32806
5417967,64,15,34855
5418265,59455,32783,18470
5418581,34879,55311,26661
5418925,26687,26639,63527
5419201,8255,10255,36901
5419473,63551,24591,34855
5419821,38975,43023,32807
5420148,18496,20495,40999
5420471,64,16399,36902
5420866,51264,22543,30759
5421238,12351,57359,20519
5421507,63,20495,53286
5422021,59455,24591,55336
5422358,49215,36879,43046
5422628,32831,49167,22566
5422940,63,55311,36897
5423248,10303,55311,49190
5423584,32831,57359,45094
5423909,55360,15,43046
5424211,63,49167,45094
5424706,57407,26639,26663
5425065,20543,40975,51238
5425380,26688,8207,20518
5425754,14400,20495,36903
5426106,49215,38927,34854
5426375,38975,43023,51238
5426780,10303,24591,43046
5427099,38975,53263,40998
5427413,28735,45071,34848
5427881,34879,55311,43047
5428182,32831,36879,53286
5428472,26687,32784,18469
5428753,6207,51215,34848
5429102,55360,2063,24614
5429391,49215,28687,38
5429792,57407,22543,61477
5430133,47167,38927,57382
5430474,43071,55310,57382
5430824,63551,55311,36902
5431167,63,40975,2087
5431482,2111,43023,38
5431893,32831,20495,45095
5432243,30783,43023,49198
5432562,32831,49167,18471
5432903,28735,20495,28710
5433185,61503,40975,63525
5433498,64,8207,43046
5433771,57407,12303,61478
5434140,34880,2062,61478
5434458,12351,36879,30759
5434745,55359,43023,24614
5435062,41023,45071,22566
5435558,22592,12303,39
5435895,8255,20495,63526
5436280,16447,51215,39
5436593,55359,51215,16421
5436933,4159,38927,10279
5437255,16447,36879,16423
5437599,63551,53263,18470
5437924,10304,2063,16423
5438269,4159,38927,20518
5438631,59455,30735,57383
5438953,2111,30735,43047
5439265,24639,6158,16423
5439653,38975,38927,55335
5439922,43071,59407,38944
5440218,24639,45071,43040
5440485,10303,38927,26662
5440864,63,32783,24621
5441133,8255,57359,22567
5441453,10303,40975,18471
5441757,63,22543,22567
5442096,45120,8207,32800
5442455,16447,34831,12326
5442800,24639,24591,32807
5443130,61503,34830,36902
5443479,6208,2062,57376
5443811,30783,53263,16416
5444129,30783,30735,30759
5444515,43071,47119,8231
5444826,36927,30735,20512
5445107,16447,40975,28711
5445473,63,32782,57383
5445758,63551,6159,43046
5446127,53311,10255,32806
5446413,16447,24591,18470
5446769,10303,26639,34848
5447081,55359,24591,45094
5447448,24639,24591,24608
5447812,53311,38927,28706
5448119,12351,47119,22567
5448488,20543,34831,63527
5448806,55359,12303,24614
5449113,30783,40975,10278
5449466,57407,10255,8238
5449777,20543,24591,55333
5450077,41023,28687,34855
5450392,4159,14351,26663
5450723,55358,57359,51238
5451095,14399,57359,8231
5451423,4159,32783,59430
5451792,55359,36879,32805
5452126,4159,40975,8230
5452451,22592,15,32807
5452751,18495,53263,16421
5453066,20543,32783,8229
5453385,53311,10255,10279
5453810,20543,34831,36911
5454088,24639,45071,26663
5454371,49215,28687,26663
5454668,10303,57359,53287
5455131,63,34831,26663
5455467,14399,22543,32807
5455888,14399,26639,20518
5456268,18495,38927,28710
5456845,18495,51215,6183
5457102,41022,45071,26663
5457468,30784,8207,20519
5457795,59455,51215,22567
5458099,55359,51215,12327
5458395,45120,2063,40998
5458689,63552,2063,20518
5458990,30783,53263,36904
5459395,53311,51215,24615
5459769,12351,30735,14374
5460117,43072,10255,38951
5460419,63551,36879,22560
5460705,2111,43023,24611
5461024,61503,53263,12327
5461325,43071,36879,24615
5461632,20543,53263,28710
5461973,63552,12303,6176
5462364,38975,51215,28710
5462674,32832,12303,26656
5463003,41023,10255,26658
5463293,53311,38927,45096
5463602,47167,32783,63527
5463955,36927,59407,34855
5464248,38975,32783,40999
5464664,51263,38927,36903
5464985,34879,43023,45095
5465343,28735,51215,59431
5465611,16448,16399,51239
5465932,38975,59407,18470
5466332,26687,51216,16422
5466646,47167,22543,2086
5467133,10303,40975,10278
5467482,32831,51215,20519
5467781,63552,15,28711
5468085,63551,51215,6182
5468497,20543,49167,20518
5469073,59455,34831,49190
5469440,59456,63503,32806
5469746,45119,10255,26662
5470049,30783,43023,18471
5470398,4159,36879,22567
5470763,57407,36879,57382
5471181,57407,49167,55335
5471532,55360,4111,63526
5471841,2111,59407,36903
5472163,49215,51215,32806
5472480,8255,53263,32800
5472854,30783,18447,53287
5473200,47167,49167,28711
5473512,63,26639,36903
5473933,63,40975,43047
5474258,24639,18447,38950
5474609,20543,18447,16422
5474951,57407,30735,22566
5475282,6207,22543,8230
5475575,61503,20495,24614
5475875,8255,24591,36903
5476181,6207,20495,34854
5476472,43071,47119,34854
5476861,32832,18447,53286
5477184,43071,45071,18471
5477589,8255,53263,32802
5477911,61503,57359,43047
5478251,61503,43023,22566
5478591,43071,59407,40998
5478931,43071,43023,40999
5479244,26687,22543,55334
5479599,28735,14351,61478
5479932,45120,14351,26663
5480274,6207,40975,61472
5480672,53311,34831,38950
5480990,36927,55311,61479
5481333,2111,55311,28710
5481676,38975,59407,22567
5481997,26688,4111,36903
5482297,30783,32783,24614
5482612,28735,30735,63527
5482993,34879,40975,24615
5483309,28735,32783,63527
5483712,30783,45071,38944
5484082,10303,18447,55333
5484394,55359,32783,24614
5484742,51263,36879,49191
5485070,63551,51215,38951
5485430,41024,6159,55334
5485730,51264,8207,43047
5486047,49215,26639,24615
5486366,16447,43023,16423
5486688,32831,38927,55333
5487042,43072,20495,51238
5487383,49216,12303,36896
5487711,18495,43023,2086
5488016,18495,22543,36902
5488338,49215,22543,16423
5488717,26687,53263,49191
5489059,55359,8207,10278
5489532,28735,20495,12326
5489850,22591,40975,32807
5490208,2111,53263,26656
5490570,45119,43023,24615
5490925,10303,47119,24623
5491232,57407,49168,34855
5491548,55360,8207,36902
5491892,43071,40975,28704
5492263,12351,53263,45095
5492636,26687,51215,40997
5492933,63551,20495,59430
5493294,32831,36879,40999
5493670,34879,51215,43047
5494043,36927,38927,63526
5494362,8256,2063,40996
5494864,30783,40975,34848
5495131,53311,28687,26662
5495476,12351,55311,38950
5495794,28735,40975,6182
5496151,63,36879,36896
5496490,32831,38927,63527
5496802,63,57359,43040
5497167,57407,40975,43046
5497555,43071,55311,28711
5497901,53311,43024,8231
5498294,2111,43023,12326
5498659,6208,15,30759
5498980,36927,30735,51239
5499359,28735,45071,38951
5499671,12351,28687,32806
5500106,43072,15,38951
5500430,57407,24591,49191
5500740,16447,14351,38950
5501132,34879,57359,34862
5501428,55359,34831,63527
5501803,36927,34831,20519
5502107,34879,34831,20512
5502476,55359,38927,20519
5502791,51263,55311,32807
5503072,18495,45071,28711
5503509,38975,32783,38944
5503825,2111,32783,63527
5504196,20543,14351,28711
5504575,51263,51215,20518
5504850,6208,2063,49190
5505206,47167,34831,24615
5505530,63551,22543,36903
5505836,43071,30735,20518
5506138,43071,32783,40999
5506425,32831,51215,51239
5506793,26687,53263,34854
5507119,22591,40975,49191
5507458,14399,49167,63527
5507806,57407,38927,22567
5508128,28735,45071,18464
5508440,8256,6159,43047
5508816,63552,4111,30752
5509121,55359,28687,38951
5509546,24639,49167,63527
5509865,63551,38927,22567
5510162,18495,30735,16423
5510593,61504,15,36902
5510981,8255,45071,26656
5511327,41023,43023,38951
5511641,41023,38927,34854
5512033,22592,49167,57376
5512325,12351,34831,16430
5512663,49214,45071,53280
5512971,16448,6159,36896
5513308,20544,32783,22567
5513571,38976,26639,28710
5513912,63,4111,20518
5514226,53312,20495,18470
5514526,8256,18447,34854
5514930,57407,28687,10279
5515245,30784,12303,16423
5515635,22592,28687,32807
5515978,22591,51215,22567
5516277,47167,57359,28711
5516590,12351,51215,26656
5516964,34879,53263,26663
5517284,26688,16399,55334
5517561,28735,49167,34855
5517974,34880,10255,10278
5518304,22592,26638,51239
5518599,16447,45071,55334
5518983,45120,15,45088
5519375,26688,10255,36902
5519674,32832,20495,38949
5520022,49215,55311,32800
5520370,51263,59407,36903
5520727,34879,57359,22567
5521030,16447,38927,57382
5521438,41024,18447,38951
5521776,28736,8207,38950
5522127,53311,16399,8224
5522457,6207,57359,20519
5522806,4159,40975,59430
5523104,4159,30735,20519
5523392,49215,43023,49191
5523774,2111,36879,51238
5524139,16447,36879,12327
5524471,20543,4111,32806
5524824,45119,40974,51238
5525147,16447,40975,40999
5525592,24639,38927,28710
5525945,59455,36879,59430
5526241,4160,18447,49190
5526553,22591,53263,38945
5526920,43071,36879,24615
5527239,32831,53263,20513
5527522,63551,45071,40998
5527846,16447,47119,57383
5528179,16448,26639,18471
5528517,22592,12303,43048
5528818,6207,45071,43047
5529137,10304,4111,20518
5529508,22591,53263,38951
5529794,32831,26639,22569
5530205,51263,51215,24615
5530542,10303,32783,43046
5530875,24639,30735,28709
5531219,38975,51215,49191
5531556,36927,28687,12327
5531863,20545,2063,30759
5532206,38975,36879,28711
5532516,22591,55311,47142
5532866,63551,32783,34855
5533222,55359,53263,22567
5533500,57407,28687,22567
5533928,20543,26639,34854
5534274,16447,51215,34855
5534628,49215,49167,28711
5534929,63,32783,20519
5535231,57407,49167,36903
5535550,63551,34831,18471
5535969,41023,55311,28704
5536347,4159,49167,12326
5536644,38976,6159,59430
5537001,16448,4111,28711
5537343,26687,10255,40992
5537665,6207,51215,43046
5537975,41023,36879,18470
5538336,12351,4111,20512
5538624,24640,15,43047
5538973,45119,8208,16423
5539343,41023,32783,28711
5539705,41023,36879,30758
5540021,63,38926,45095
5540309,22591,28687,34854
5540601,24639,34831,55334
5540933,41023,57359,51238
5541216,12351,49167,51239
5541597,51263,57359,18471
5541950,47167,36879,59431
5542411,57407,47119,61479
5542790,61503,40976,36902
5543160,45119,45071,20519
5543465,10302,63503,8231
5543788,34879,34831,20519
5544082,61504,16399,18469
5544436,41023,8207,24615
5544891,45119,55311,26662
5545221,32831,20495,24615
5545491,63551,16399,30759
5545887,24639,34831,45088
5546211,28735,53263,45094
5546589,22591,43023,59430
5546912,30783,51215,45094
5547218,14399,28687,34855
5547623,63551,32783,57383
5547975,41023,26639,28710
5548314,49215,53263,47142
5548784,4160,2063,22566
5549164,4160,2063,53285
5549491,8255,47119,12327
5549855,6207,53263,18471
5550207,47167,57359,20517
5550618,28735,53263,12320
5550930,36928,22543,22566
5551239,61504,2063,59431
5551577,47168,15,22567
5551921,30784,12303,12327
5552278,34879,14351,28711
5552547,61503,40975,38950
5552880,4159,20494,61479
5553249,45120,15,24615
5553544,20543,45070,59428
5553827,43072,15,16416
5554222,30784,18447,38951
5554514,55360,15,43046
5554848,16447,22544,18471
5555178,38976,10255,43046
5555467,10303,34831,26663
5555816,26687,59407,24614
5556139,14399,34831,36903
5556521,38975,45071,45095
5556879,38975,57359,24608
5557272,34879,34831,22560
5557618,45119,40975,38951
5557964,51264,14351,36902
5558330,2111,34831,6183
5558702,8255,10255,32807
5559016,32831,20495,22565
5559324,47167,16399,32807
5559708,6207,28687,36903
5560044,30783,26639,20519
5560406,28735,36879,38951
5560731,24639,20495,57382
5561025,59455,51215,38949
5561471,26687,32783,36903
5561826,22591,34831,36901
5562160,51263,26639,28710
5562484,16447,20495,28710
5562793,30783,36879,12326
5563130,12351,38927,12327
5563456,22591,34831,49191
5563737,59455,43023,38950
5564031,8255,34831,53280
5564482,36927,49167,47142
5564906,28735,43023,24615
5565284,47167,51215,57382
5565626,30782,61455,55335
5566011,45119,36879,36903
5566292,18495,18447,36903
5566632,34879,38927,36903
5566971,38975,22543,28704
5567279,49215,45071,26663
5567612,63,34831,51239
5567891,57407,55311,28710
5568264,14399,43023,26663
5568586,14399,24591,32800
5568913,22590,61455,28711
5569211,4159,55311,34855
5569537,20543,22543,16423
5569871,18495,26639,24615
5570238,28735,28686,34856
5570532,47167,6159,36903
5570797,64,15,34854
5571089,24639,10255,45095
5571458,53311,28687,45095
5571797,14400,18447,63527
5572152,43071,26639,57382
5572522,36927,40975,55334
5572883,8255,34832,39
5573287,49215,26639,45095
5573567,26687,57359,59430
5573859,12351,40975,36903
5574223,18495,55311,18464
5574614,55359,40975,34854
5574937,8255,15,43046
5575202,57407,6159,24615
5575483,63551,32783,38951
5575785,57406,47119,36903
5576160,22591,28687,30758
5576568,53310,53263,16422
5576895,12350,61455,47143
5577310,10303,22543,10279
5577606,6207,15,51239
5577914,6206,57359,4129
5578221,28735,28687,26663
5578657,45119,8207,45095
5579049,10303,43023,63527
5579409,51263,32783,32807
5579718,55359,10255,45095
5580033,12351,45071,22566
5580397,32831,49167,38951
5580728,14400,26638,57382
5581158,18496,10255,59431
5581597,51263,53263,43040
5581905,49215,28687,40998
5582321,16447,45071,24613
5582693,14399,8207,63527
5582998,8255,26639,24615
5583324,49215,45071,40998
5583666,59456,16399,34854
5583971,4159,43023,53287
5584322,22591,45071,57376
5584684,18494,51215,8230
5585000,49215,2063,43040
5585384,6206,61455,18471
5585714,8255,18447,32806
5586035,34878,63503,49190
5586326,43071,59407,38951
5586642,8255,55311,45102
5586947,12351,24592,4134
5587248,8255,45071,63527
5587546,16447,38927,59431
5587897,34879,49167,45094
5588201,26688,15,16423
5588535,49216,2063,43040
5588943,49215,34831,53286
5589257,4160,51215,20518
5589658,38975,8207,14375
5590012,36927,2063,55335
5590341,53311,38927,22567
5590731,63551,51215,45095
5591051,6207,59407,24615
5591382,20544,16399,40999
5591740,26688,26639,53286
5592121,8255,32783,28711
