timestamp,strain_gauge_1,strain_gauge_2,strain_gauge_3
177061895,2002,468,1371
177072313,1987,482,1371
177081983,1992,480,1406
177092200,2011,478,1413
177103726,1987,472,1355
177114509,1996,474,1392
177125138,1987,464,1402
177134570,1999,484,1394
177144881,1981,454,1437
177156397,1981,461,1382
177165736,1995,471,1406
177178560,1998,482,1412
177187975,2010,479,1402
177199588,1996,475,1403
177210177,1990,472,1384
177219774,1986,475,1425
177231506,1991,477,1395
177240907,1987,481,1397
177250899,1984,499,1366
177265592,1961,481,1380
177274682,1994,474,1395
177285865,1996,481,1466
177296925,1993,470,1419
177308765,1989,469,1380
177318294,1985,468,1403
177328348,1989,470,1382
177338661,1990,482,1390
177348053,1981,471,1393
177357087,1966,478,1416
177368700,1989,481,1405
177378521,1993,475,1396
177388411,1989,465,1430
177399008,2001,456,1391
177410231,1981,477,1418
177420455,1994,474,1393
177429569,1993,467,1405
177441986,1997,473,1434
177452243,1996,466,1403
177462385,1995,460,1390
177473846,1987,474,1419
177485658,1993,467,1435
177495531,2002,497,1294
177505343,1995,468,1408
177514079,1991,498,1404
177524502,1989,486,1369
177534753,1996,477,1380
177543791,1995,459,1389
177554134,1994,468,1389
177564816,1978,480,1384
177575606,1962,478,1405
177585643,1971,468,1393
177594654,1989,479,1398
177603885,1997,476,1387
177614733,1987,470,1400
177624877,1992,469,1397
177634855,1990,502,1389
177645394,1993,472,1389
177655998,1980,481,1404
177666972,1990,478,1409
177677299,1990,503,1398
177687569,1988,477,1376
177697165,1998,462,1442
177706965,1988,486,1426
177716745,1994,491,1405
177725991,2001,472,1401
177737997,1994,482,1390
177747899,2002,478,1405
177757817,1994,473,1395
177768583,2004,473,1416
177780037,1987,491,1397
177789756,1986,489,1393
177800043,1987,478,1395
177810941,1970,485,1347
177822934,1993,478,1397
177832466,1992,488,1390
177842811,1992,466,1411
177852976,1986,475,1411
177861804,1976,480,1397
177871800,1982,485,1392
177881391,1989,482,1397
177892359,1989,485,1401
177902386,1994,482,1382
177913051,1997,489,1414
177923601,1989,488,1400
177934741,2004,488,1381
177945572,1985,476,1416
177957874,2001,485,1428
177967144,2005,484,1405
177977704,2004,477,1427
177987449,1998,494,1401
177999347,2003,476,1399
178009877,1992,477,1398
178021828,1996,498,1391
178031978,2001,476,1427
178041300,2009,479,1395
178051937,1994,479,1386
178061940,1999,476,1401
178072087,1993,476,1450
178083806,1992,476,1421
178093591,1993,477,1438
178104306,1984,489,1394
178114562,1992,479,1361
178125503,2003,482,1419
178135895,1974,473,1349
178146203,1988,476,1408
178155908,1988,475,1388
178165900,1993,476,1476
178175542,1987,485,1400
178185096,2004,503,1416
178193968,1984,495,1400
178204946,1995,475,1402
178215170,1997,479,1393
178225153,1998,475,1416
178235162,2008,478,1397
178246859,2004,475,1311
178258021,1998,480,1390
178268265,1995,491,1425
178282635,1988,469,1386
178292237,1995,478,1397
178302721,1998,481,1404
178313957,1993,469,1417
178324611,2009,467,1364
178334703,1995,484,1376
178345443,2003,483,1394
178355427,1993,476,1337
178364909,1992,473,1382
178375383,2001,481,1397
178385861,1986,476,1401
178396847,1987,469,1378
178406188,1998,468,1395
178416306,1995,475,1394
178425064,1993,474,1397
178436602,1996,470,1389
178446818,1985,485,1403
178458503,1999,476,1437
178468383,1981,480,1356
178479438,1977,485,1364
178489393,1993,482,1424
178497957,1985,461,1378
178509452,1988,477,1391
178520153,1996,509,1399
178530018,2001,491,1391
178539842,1998,483,1386
178548780,1984,473,1402
178558600,2008,478,1380
178568646,1994,489,1377
178579721,2004,474,1369
178589739,1997,486,1387
178599720,1994,500,1399
178609400,1995,476,1392
178620345,1999,476,1457
178630992,1992,478,1389
178640654,1962,488,1380
178650973,1985,496,1375
178660347,1998,498,1378
178671322,1988,478,1399
178681988,1998,464,1386
178692091,1979,485,1393
178702606,1982,492,1371
178713921,2001,480,1396
178723688,1989,472,1394
178734253,1982,496,1438
178745514,1984,494,1384
178755310,1992,472,1423
178764648,1976,498,1419
178776023,2005,486,1433
178787501,1977,486,1382
178797332,1988,473,1398
178809577,1998,481,1356
178819379,1992,488,1401
178830151,1997,483,1433
178840327,1983,477,1411
178850455,1989,485,1389
178860800,1984,483,1435
178870713,1991,486,1394
178880240,1987,493,1391
178892792,1994,491,1403
178904393,1993,490,1397
178914180,1985,484,1315
178924390,2000,481,1363
178934189,1992,477,1384
178947074,1992,486,1419
178957345,1985,489,1402
178968171,1995,482,1385
178978364,1998,462,1409
178988702,1989,497,1408
178999771,1988,483,1362
179009160,1993,480,1414
179018385,1994,483,1445
179029315,1995,484,1402
179040174,1979,499,1405
179049963,1992,490,1405
179061642,1988,495,1412
179070627,2006,482,1404
179082455,1993,486,1402
179092434,2009,485,1412
179101893,1996,487,1411
179111817,1989,489,1414
179123008,2003,469,1411
179132718,1992,484,1402
179142708,2010,489,1413
179153511,2003,490,1387
179162378,2002,496,1409
179172023,1998,467,1373
179184684,1999,484,1410
179194647,2000,469,1423
179204589,1997,487,1375
179214811,2010,481,1392
179225210,1994,481,1365
179235793,1996,473,1375
179246100,1996,486,1393
179254770,2002,478,1398
179264993,1999,482,1434
179275702,1998,483,1398
179285502,1992,489,1426
179296009,1993,480,1398
179305756,1989,485,1384
179315944,2004,477,1390
179327225,2002,470,1381
179337910,2002,477,1414
179348974,2004,481,1394
179358325,1993,469,1418
179370780,2012,484,1389
179380577,1987,470,1392
179390152,1992,473,1442
179400383,1994,481,1412
179410547,1993,472,1396
179421726,1987,478,1418
179430078,1995,480,1392
179442822,1985,474,1392
179452295,2005,494,1380
179462975,1998,493,1401
179474399,2000,484,1382
179484083,1983,462,1380
179494368,1996,482,1394
179505398,1996,486,1395
179514300,1995,497,1379
179526044,1982,487,1381
179537425,1984,459,1414
179547283,2005,475,1332
179557041,1994,481,1388
179566456,1984,498,1385
179577327,1997,485,1400
179587267,1993,476,1396
179597566,1993,477,1395
179609450,1990,484,1407
179619095,2006,497,1371
179630686,1996,482,1401
179640820,1996,478,1392
179651318,1990,486,1376
179661553,1964,494,1424
179672075,1982,486,1352
179681918,1968,479,1384
179691171,1986,496,1379
179702075,1996,486,1418
179711754,1983,477,1422
179722725,1988,492,1405
179732816,2013,482,1389
179742120,1977,489,1420
179753332,2002,483,1352
179763920,1998,482,1412
179774301,2001,467,1346
179785828,2005,483,1385
179796198,1995,480,1389
179807867,1978,482,1405
179817941,1996,485,1357
179828805,1995,470,1396
179839345,2003,478,1392
179849791,1988,470,1392
179860427,1996,481,1422
179870264,1994,477,1393
179879940,1992,501,1432
179890250,2003,489,1346
179900601,2004,483,1374
179910262,1996,491,1381
179921551,2008,484,1379
179931332,1998,485,1376
179941306,1990,476,1376
179950968,1989,489,1387
179960685,1990,473,1374
179970405,2025,476,1390
179982302,2028,490,1397
179992145,2011,486,1381
180002712,2008,491,1385
180014056,1997,470,1388
180024183,2019,481,1397
180033957,1980,473,1405
180044345,2011,458,1411
180055516,1995,488,1404
180066825,1995,485,1382
180076224,1989,478,1395
180087787,1997,493,1412
180097628,1992,478,1428
180107497,1984,466,1412
180116985,1990,485,1388
180128051,2001,470,1410
180137620,2002,482,1369
180146922,1984,476,1434
180156642,2000,494,1413
180166586,1968,482,1422
180177678,1979,490,1458
180187235,1984,476,1403
180197379,1987,477,1396
180208172,1994,476,1381
180218789,2001,475,1392
180230000,1987,476,1373
180240995,2010,487,1424
180250626,1985,463,1408
180259851,1992,496,1441
180269881,2006,492,1368
180281762,1988,473,1404
180292893,1985,490,1358
180303938,1992,473,1395
180313728,2011,481,1364
180324739,1985,482,1374
180334934,1993,485,1522
180344978,1989,478,1398
180355589,1985,481,1429
180364885,2002,473,1405
180375230,1992,477,1382
180385335,1995,486,1363
180396396,1984,478,1401
180406682,1987,469,1386
180416044,1994,481,1365
180425319,1977,480,1421
180436471,1982,478,1417
180446976,1994,482,1381
180456990,1951,491,1379
180468413,1989,481,1401
180477958,1985,473,1376
180489419,1993,477,1397
180499123,2011,475,1421
180511742,1992,474,1400
180521243,1993,481,1414
180531714,2001,468,1396
180541374,1994,502,1400
180553520,2000,480,1402
180564991,1976,498,1390
180575532,2004,485,1387
180584623,1998,493,1510
180595365,2009,494,1392
180606655,2006,488,1386
180615779,2018,491,1395
180626507,2005,486,1395
180636111,2013,489,1412
180645548,2010,481,1438
180655772,2018,485,1437
180665439,2021,489,1410
180674712,2039,480,1394
180685918,2015,498,1372
180696887,2002,486,1504
180706535,1974,483,1396
180717386,2022,478,1402
180726914,2001,483,1418
180737208,1987,485,1425
180746771,1987,478,1399
180757307,1979,468,1392
180767835,1996,466,1427
180777616,2031,476,1396
180787926,1998,480,1440
180801062,2014,481,1374
180812183,2008,488,1402
180822372,1998,488,1412
180831077,2012,483,1409
180841060,1997,484,1395
180850711,2003,485,1401
180860932,2013,491,1383
180871292,1994,495,1402
180886084,2010,469,1381
180894835,1997,485,1376
180905107,1997,488,1396
180916397,1998,489,1373
180926309,1994,475,1382
180937178,1979,471,1361
180946812,1989,484,1382
180957564,2009,469,1387
180968280,1992,481,1371
180978042,1995,486,1396
180987519,2006,474,1369
180999420,1992,479,1377
181008947,1984,476,1417
181018009,1981,488,1403
181028209,1980,476,1387
181038238,1978,493,1376
181048583,2001,485,1398
181058972,1992,496,1358
181069192,1997,476,1368
181079064,2004,484,1393
181088953,2015,493,1445
181098785,1994,484,1416
181107889,2017,497,1404
181117140,2004,491,1401
181128116,1993,485,1389
181140300,2000,483,1394
181151017,2001,491,1420
181161651,2012,482,1373
181172375,2003,484,1378
181183146,2035,483,1390
181192699,2006,485,1430
181202800,2004,467,1355
181211655,2012,478,1415
181224100,1996,473,1402
181237778,1995,470,1378
181247778,1988,467,1438
181257834,1985,477,1428
181269154,1980,473,1402
181279563,1991,478,1410
181290660,1990,473,1404
181303600,1990,483,1438
181314163,1989,478,1402
181324674,1989,480,1426
181334629,1986,477,1404
181345839,1988,474,1363
181356012,1997,481,1331
181365113,1997,481,1390
181375951,2003,478,1432
181389795,1997,483,1386
181400099,2003,480,1418
181410113,1997,478,1365
181419594,2001,491,1405
181429179,2003,483,1411
181440241,2004,485,1387
181450979,2008,454,1380
181461671,2021,480,1396
181472054,2014,482,1423
181482347,2003,483,1397
181492645,1998,470,1387
181502067,2008,466,1390
181512612,2005,477,1401
181523582,1982,450,1402
181533802,1998,487,1412
181542384,1994,478,1427
181551892,1989,475,1401
181562773,1993,473,1387
181573357,1996,468,1410
181583171,1998,478,1402
181592689,1999,465,1372
181602237,1982,470,1377
181612687,1987,471,1386
181623478,1994,478,1411
181634627,1998,478,1409
181645272,1999,481,1457
181656246,1998,483,1390
181665603,2017,465,1418
181674188,1999,467,1413
181686427,1997,479,1402
181697989,2008,468,1388
181707326,2011,476,1422
181717955,1998,511,1397
181728547,2012,469,1410
181738070,2005,468,1387
181747183,2008,472,1425
181759372,1999,477,1445
181768477,1997,473,1393
181777678,1998,483,1374
181789302,1987,484,1421
181799503,1999,472,1401
181809005,2004,477,1402
181819571,2001,463,1413
181829152,1995,481,1362
181838768,1994,483,1392
181849637,1987,457,1418
181859959,1980,477,1414
181870001,1990,480,1395
181878634,1993,475,1418
181888514,1994,473,1374
181898913,1998,486,1412
181907765,2011,474,1376
181919663,1994,472,1391
181929655,2000,465,1401
181938326,2009,482,1380
181948392,1993,473,1386
181958917,1985,470,1395
181969611,1983,470,1396
181980992,1987,472,1424
181991332,2000,482,1382
182002380,1986,464,1370
182012516,1987,479,1364
182022015,1986,469,1398
182031411,1992,476,1355
182041636,1990,469,1386
182052680,1988,482,1402
182063340,2001,477,1364
182074633,1993,469,1378
182085817,1990,478,1390
182096935,2002,498,1446
182107602,2009,476,1408
182117468,1992,461,1405
182126572,2001,473,1334
182137061,1972,478,1417
182146865,1985,476,1397
182156325,1985,472,1440
182167062,1988,478,1435
182176260,1982,482,1395
182185071,1986,490,1359
182196272,1993,470,1437
182205984,1996,468,1423
182215841,1988,474,1391
182225153,1994,491,1374
182236314,1968,460,1397
182245888,1977,485,1410
182256606,1977,492,1410
182265849,1977,475,1432
182274965,1987,483,1395
182287510,1975,476,1381
182297715,1969,475,1414
182306861,1986,476,1414
182317130,1995,470,1370
182335205,1977,489,1379
182343804,1979,484,1378
182353144,1984,495,1387
182363086,1968,477,1390
182374602,1985,473,1394
182383988,1980,473,1389
182393575,2001,496,1384
182404040,2005,480,1390
182414197,2004,496,1389
182424640,1993,477,1381
182434983,1989,467,1422
182444662,1995,496,1432
182454991,1996,474,1386
182465487,2003,483,1398
182474803,2005,487,1318
182488583,2012,477,1364
182498989,1995,484,1366
182510268,2003,474,1396
182520590,1989,475,1402
182530192,1995,481,1396
182541156,2018,474,1377
182551649,2005,462,1393
182560917,1997,474,1386
182572408,1992,480,1382
182582106,2012,477,1480
182593230,1986,481,1396
182605362,1998,469,1390
182615481,2003,478,1444
182625459,1990,482,1427
182635716,2005,476,1398
182645802,1986,494,1473
182655697,1986,475,1435
182665711,1981,475,1404
182677392,1969,457,1409
182688639,1992,488,1408
182698719,1981,481,1324
182708818,1970,482,1400
182718429,1982,478,1434
182730073,1988,477,1390
182739974,1977,475,1404
182749135,2001,481,1371
182760105,1999,482,1413
182771273,1987,483,1425
182781671,1984,477,1399
182793348,1985,470,1395
182802803,2003,472,1398
182812733,2011,480,1423
182823325,2001,476,1312
182832159,2004,472,1408
182843562,2006,484,1365
182854428,2000,477,1372
182864724,1999,481,1419
182874982,1997,475,1365
182886189,1998,475,1388
182894913,2006,474,1355
182904058,1993,430,1392
182916474,1997,463,1378
182925765,1990,466,1380
182935465,2001,475,1399
182946375,1988,465,1411
182957045,1996,476,1355
182967466,2001,479,1373
182977953,2003,483,1444
182989426,2010,469,1395
182999962,1989,470,1413
183009520,2008,485,1418
183019587,1994,483,1406
183032470,1993,482,1392
183042477,1989,480,1422
183051903,1970,470,1387
183062024,1990,476,1395
183072326,1990,490,1414
183083630,1983,495,1421
183093997,1990,473,1475
183104997,1987,476,1422
183114333,1984,470,1410
183124627,2001,475,1415
183134977,1981,477,1428
183145655,1998,478,1431
183155112,2000,486,1373
183165538,1994,491,1433
183175571,2002,472,1390
183185490,1997,475,1389
183196413,1993,477,1439
183205564,1990,474,1405
183216972,1994,475,1384
183227466,1987,480,1404
183236680,1996,473,1398
183246541,1981,472,1390
183257125,1989,484,1406
183266803,2005,479,1400
183277787,1976,491,1404
183288580,1985,458,1395
183299258,1989,470,1411
183310153,1990,475,1422
183320106,1993,488,1396
183330640,1993,476,1394
183341334,1988,480,1422
183350548,1976,483,1385
183361218,1985,473,1410
183371096,1991,475,1406
183380701,1993,474,1339
183392262,1991,485,1405
183401873,1987,488,1401
183411353,1993,470,1372
183422204,2032,479,1382
183432557,1986,464,1404
183442439,1969,474,1392
183453070,1986,469,1388
183465223,2017,481,1375
183475198,1990,459,1374
183486077,1988,469,1425
183496131,1990,467,1396
183505824,1987,485,1341
183514715,2002,472,1397
183525563,1996,465,1345
183534788,1997,475,1414
183545165,1987,477,1464
183555891,1997,483,1403
183567744,1979,448,1421
183578547,1988,476,1430
183588756,1988,481,1411
183598484,1980,481,1393
183607464,1988,477,1392
183618681,1974,446,1381
183629339,1984,470,1392
183637876,1988,469,1377
183646508,1989,474,1376
183657299,1992,474,1360
183667615,1986,474,1384
183678277,1987,478,1382
183688581,1997,476,1393
183698984,2001,481,1400
183708259,1990,477,1396
183717723,1994,478,1430
183728687,1984,471,1406
183739236,1965,474,1363
183750102,1989,471,1389
183759900,1993,477,1423
183771785,1992,482,1404
183782257,1992,468,1399
183793560,1970,470,1339
183803936,1986,459,1406
183818790,1989,478,1357
183828588,1992,486,1405
183839533,2006,473,1390
183849260,1994,463,1393
183859747,1997,476,1369
183869701,1992,479,1364
183878606,2005,468,1399
183888490,1989,478,1395
183899038,1987,473,1404
183908635,1980,469,1401
183918810,1988,488,1402
183929008,1997,474,1412
183938715,1979,477,1345
183948622,2004,470,1352
183959723,1987,470,1455
183968793,2002,464,1424
183978733,1993,465,1378
183987784,2004,477,1410
183998849,1989,459,1410
184008891,1987,473,1378
184020840,1987,467,1390
184031397,1997,465,1415
184041134,1992,478,1380
184052121,2012,467,1355
184062376,2002,462,1409
184073478,1995,470,1411
184082768,1979,476,1416
184092937,1985,475,1377
184103268,1981,462,1385
184115312,1982,483,1337
184126674,1984,492,1435
184137359,1985,477,1394
184146743,1986,470,1397
184157559,1990,483,1393
184168121,1994,473,1381
184178421,1992,477,1355
184188992,1989,460,1410
184199096,1992,468,1459
184209429,1994,465,1380
184220473,1995,471,1376
184229888,2004,474,1388
184240269,2004,472,1387
184250558,2018,481,1388
184260531,2022,478,1422
184270723,2005,477,1381
184281302,1998,476,1339
184291930,2011,483,1376
184301788,2005,473,1358
184311769,2010,490,1438
184322298,2003,467,1366
184333957,2015,467,1389
184343886,2016,467,1384
184352960,2012,464,1373
184364906,2013,470,1395
184374208,2017,467,1390
184386050,2005,507,1392
184396871,2009,483,1446
184407495,2010,472,1384
184416934,1998,472,1395
184427063,2002,467,1394
184437144,2008,466,1357
184447180,2021,491,1388
184456338,2016,474,1436
184466138,2017,451,1394
184477328,2001,469,1413
184487251,2014,468,1440
184496958,2021,464,1360
184507324,2017,480,1408
184517875,2015,477,1370
184529603,2010,464,1390
184539277,2010,469,1352
184548150,2013,456,1422
184560049,2012,485,1384
184570625,2011,466,1382
184580369,2022,451,1422
184591122,2012,459,1341
184600575,2017,466,1347
184612290,2019,470,1367
184623753,2014,475,1393
184633553,2010,478,1390
184645245,2009,480,1356
184654706,2003,466,1419
184664533,2005,473,1433
184674653,2000,471,1377
184683838,1992,469,1413
184696828,2012,454,1414
184706103,2017,469,1379
184717096,2014,469,1301
184727428,2006,448,1421
184737329,2026,448,1419
184748218,2014,469,1387
184758401,1995,459,1422
184769687,2028,454,1400
184780486,2005,454,1389
184790977,2003,452,1414
184801003,2002,462,1393
184812234,2004,460,1400
184823322,2014,457,1422
184834344,2013,456,1395
184844730,1990,460,1410
184856586,2008,450,1477
184867395,2000,447,1366
184876780,1994,459,1437
184888444,1982,457,1480
184898061,1997,464,1433
184907200,1989,452,1437
184917978,1997,453,1434
184928866,1996,460,1425
184941495,2006,462,1400
184950233,2000,459,1400
184959374,1995,454,1399
184971186,2009,462,1448
184980917,1996,464,1445
184991341,2003,477,1416
185002767,1995,456,1405
185014928,2001,465,1404
185024002,1991,454,1442
185036826,2001,465,1435
185047557,1994,449,1371
185058520,1986,443,1397
185070324,1989,464,1435
185081620,1996,469,1422
185091047,2000,462,1396
185102595,2006,477,1393
185110424,2004,459,1377
185120986,2011,462,1385
185133145,2014,457,1406
185143555,2011,451,1386
185154846,2008,454,1402
185163108,2015,462,1411
185173069,1989,447,1385
185184683,2011,461,1426
185197736,2007,444,1394
185208106,2001,455,1395
185217188,1997,435,1446
185226960,2003,457,1379
185236911,2005,461,1396
185248736,2008,456,1419
185260651,2005,446,1425
185280161,2013,448,1395
185292966,2009,450,1402
185303938,1995,459,1406
185312659,2012,454,1442
185324988,2001,444,1393
185338989,1994,445,1408
185349906,1982,461,1398
185362442,1998,448,1413
185372245,1984,444,1417
185381244,1991,443,1395
185390626,1992,443,1440
185400164,2005,448,1372
185410306,1994,454,1398
185420907,2010,448,1380
185430269,2007,450,1404
185439623,2019,456,1343
185447838,2001,458,1394
185460337,2021,467,1377
185469988,1995,454,1403
185483735,1998,449,1313
185495634,2001,450,1416
185507404,2011,459,1361
185521689,2010,425,1353
185535116,1996,454,1374
185547905,2014,454,1370
185558690,2012,451,1369
185570951,2010,465,1394
185583876,2009,447,1376
185599488,2004,451,1363
185611571,2011,452,1322
185623842,2002,440,1353
185650456,2025,443,1410
185661486,2018,439,1394
185672304,2020,443,1402
185683311,2005,445,1288
185691756,2013,444,1374
185704497,2006,433,1398
185715044,1997,443,1411
185728628,2010,440,1424
185740402,2022,440,1434
185752451,2025,449,1394
185762172,2010,442,1395
185775762,2024,451,1440
185787877,2019,432,1427
185799868,2020,435,1420
185811265,2035,442,1395
185822664,2024,446,1405
185834199,2021,434,1442
185845885,2019,451,1417
185856008,2016,438,1388
185867762,2020,435,1432
185878302,2018,441,1369
185888754,2021,444,1389
185899232,2028,445,1406
185910320,2010,451,1395
185920639,2029,440,1390
185932243,2010,434,1395
185941859,2022,458,1384
185954252,2009,438,1402
185967965,2021,445,1404
185981129,2026,442,1409
185997432,2021,454,1388
186010126,2016,437,1413
186028341,2027,456,1427
186041094,2010,431,1432
186051404,2001,442,1390
186061547,2009,437,1438
186072113,2002,447,1417
186082038,2001,435,1405
186091946,1997,420,1387
186102141,1998,445,1395
186112434,2008,432,1423
186121703,1999,434,1402
186130819,2006,430,1403
186143812,2000,440,1391
186153702,2010,438,1414
186164732,2006,428,1376
186174782,1994,436,1462
186188271,2008,443,1371
186200192,2006,425,1433
186214307,2001,429,1380
186229342,2018,382,1403
186240927,2002,427,1382
186254163,1990,433,1381
186267627,2017,443,1458
186278289,2006,452,1411
186287145,2017,448,1412
186298010,2013,439,1419
186315133,2031,446,1385
186327111,1997,443,1380
186337913,2008,447,1433
186350993,2029,446,1378
186360833,2005,445,1371
186376253,2007,437,1380
186387503,2011,441,1394
186398364,2009,440,1441
186410375,2002,436,1302
186424110,2012,435,1400
186436111,2025,444,1396
186447777,2010,444,1361
186460223,2017,431,1385
186475264,2017,444,1384
186485315,2019,445,1409
186494927,2009,443,1422
186508098,1994,440,1370
186517712,1996,441,1396
186525951,2005,449,1401
186541474,2001,441,1368
186552239,2009,428,1363
186562628,2012,432,1394
186574345,2010,433,1387
186586538,2006,440,1359
186598094,1999,444,1406
186609542,2012,446,1425
186622887,2033,450,1403
186634571,2005,437,1382
186652276,2005,453,1391
186663318,2003,450,1400
186674935,2024,449,1420
186685736,1995,460,1425
186697015,2000,440,1409
186706267,2003,462,1403
186715612,2006,441,1382
186728591,2002,450,1362
186738334,2013,444,1392
186754456,2021,442,1409
186766822,2010,445,1429
186780008,2006,436,1389
186792411,2016,443,1377
186803161,2016,444,1283
186813261,2009,461,1385
186822138,2018,452,1400
186831380,2014,451,1369
186848375,2007,442,1397
186865677,2002,450,1421
186883377,2020,451,1395
186900529,2004,450,1440
186918599,2001,438,1393
186934372,2017,430,1304
186949390,2011,438,1436
186970521,2010,440,1378
186992381,2013,448,1368
187010799,2012,430,1390
187023254,2008,425,1382
187042456,2009,430,1387
187053698,2003,463,1404
187064140,1993,445,1386
187072484,2016,442,1385
187085231,1992,434,1396
187098094,2004,447,1414
187109067,2010,435,1420
187123749,2018,441,1398
187134638,2016,442,1400
187145110,2009,443,1408
187155303,2014,446,1381
187166496,2025,451,1381
187176056,2040,437,1379
187190214,2058,443,1392
187202124,2009,443,1386
187213375,2012,436,1387
187225009,2022,445,1393
187238067,2016,445,1356
187248117,2017,436,1384
187259584,2027,440,1404
187270233,2025,436,1362
187280715,2009,437,1314
187295375,2012,442,1406
187309066,2010,441,1386
187319566,2005,426,1335
187329179,2005,434,1402
187339597,2003,431,1363
187348787,2012,440,1394
187360298,2009,431,1404
187370651,2007,441,1413
187379958,2013,432,1360
187390860,1993,432,1381
187401383,2000,448,1373
187412223,2003,431,1380
187423712,2006,413,1377
187436990,2010,432,1427
187450098,2012,435,1385
187459801,2006,447,1404
187470435,2002,433,1401
187480864,2013,436,1398
187490142,1993,445,1438
187501477,2028,448,1409
187511534,2008,442,1412
187522822,2012,436,1400
187534308,2008,438,1397
187543568,2007,444,1415
187553775,2020,440,1401
187562453,2016,445,1363
187575824,2017,436,1389
187588559,2026,451,1421
187599033,1998,460,1381
187611028,1999,434,1397
187620471,2012,440,1394
187639340,2004,428,1392
187649572,2003,449,1386
187660286,2008,448,1465
187670137,2015,437,1437
187678949,2004,444,1426
187689108,2009,443,1404
187697991,2011,448,1451
187708724,2010,459,1393
187719178,1998,434,1421
187731011,1979,429,1439
187739877,1997,444,1411
187751995,1994,438,1402
187761772,1993,430,1357
187773367,1985,434,1396
187786528,2010,434,1389
187803004,1997,436,1385
187813153,2000,430,1371
187822944,2015,442,1331
187833951,2015,447,1419
187844527,2018,443,1437
187853469,2024,444,1400
187862940,2033,436,1388
187872645,2030,425,1401
187881240,2026,438,1376
187893069,2028,441,1393
187905569,2018,445,1378
187913788,2017,438,1388
187925134,2036,427,1411
187936179,2016,434,1379
187944865,2019,436,1362
187953679,2032,422,1371
187962413,2006,445,1397
187971520,2018,429,1392
187980888,2008,434,1402
187990023,2012,443,1384
187999082,2005,438,1424
188008090,2013,439,1387
188017438,1988,433,1389
188027068,2002,437,1353
188035934,1974,431,1369
188046565,2005,441,1474
188057333,1989,432,1405
188069450,1980,425,1402
188080443,1942,440,1409
188101460,1989,439,1392
188113976,1989,436,1393
188123165,2006,444,1423
188132917,2002,441,1401
188144450,1989,448,1385
188154268,2015,444,1417
188164350,1996,436,1421
188174419,1994,442,1364
188188532,2024,448,1405
188199324,1992,448,1356
188207545,2006,459,1441
188217739,2018,449,1396
188229189,2005,438,1421
188240010,2061,441,1309
188250602,2018,447,1384
188262817,2014,429,1373
188280255,2010,447,1403
188292901,2025,442,1392
188307705,2025,422,1419
188319047,2033,435,1390
188330071,2026,445,1355
188338738,2028,446,1371
188350379,2017,429,1372
188362331,2024,452,1374
188372613,2012,460,1341
188386754,2014,428,1395
188400229,2005,433,1385
188413021,2003,434,1379
188427251,2000,432,1324
188450656,1995,426,1458
188464987,2017,430,1402
188475008,1999,433,1470
188485467,2013,429,1388
188499454,2005,428,1373
188511224,2003,437,1401
188521006,2012,418,1354
188530368,2013,437,1369
188541515,2008,414,1393
188551721,2009,427,1401
188561950,2000,435,1400
188570579,2014,432,1425
188581838,2014,435,1330
188591033,2014,432,1400
188600360,2021,430,1411
188608860,2004,438,1395
188618706,2032,437,1357
188628909,2025,450,1408
188639622,2020,432,1416
188649806,2012,433,1381
188660314,2012,427,1388
188671935,1999,435,1374
188681304,2028,435,1369
188691592,2031,435,1411
188701689,2017,430,1389
188712927,2029,428,1422
188721707,2002,427,1421
188731055,2018,424,1403
188742208,2016,437,1390
188752817,2003,436,1400
188762562,2019,432,1442
188772022,2013,433,1400
188782063,2011,433,1395
188792001,2011,439,1433
188806546,2005,440,1394
188817211,2018,438,1378
188826724,2011,456,1345
188836311,2005,460,1406
188847386,2004,438,1402
188859239,1993,442,1400
188868909,2015,443,1411
188878774,2013,451,1418
188889527,2013,458,1404
188900514,2020,457,1403
188910701,2028,467,1432
188922741,2019,456,1432
188932422,2024,452,1419
188943433,2040,456,1371
188953546,2028,465,1427
188963886,2026,477,1425
188974682,2038,469,1438
188984923,2026,471,1419
188995271,2019,491,1385
189005877,2030,477,1427
189017097,2035,475,1432
189027889,2057,471,1432
189039039,2029,475,1431
189049730,2022,485,1430
189060767,2036,468,1427
189071241,2036,481,1416
189081716,2035,473,1419
189092414,2041,473,1448
189102420,2026,484,1406
189111779,2049,491,1413
189122342,2022,473,1375
189133468,2024,478,1425
189143304,2021,481,1427
189153898,2025,476,1419
189163801,2030,484,1417
189173027,2036,492,1400
189183784,2024,480,1429
189193872,2028,481,1396
189203619,2027,478,1384
189215083,2025,475,1434
189224210,2025,470,1402
189233047,2040,488,1440
189246020,2022,482,1430
189256704,2027,478,1443
189266619,2045,474,1396
189276241,2002,493,1444
189285450,1997,481,1418
189297349,1989,478,1404
189306886,1993,498,1369
189318249,2008,490,1377
189329527,2013,483,1397
189339013,2019,482,1408
189348407,2005,471,1390
189358267,2011,480,1401
189367978,2006,497,1390
189377970,2013,506,1390
189388087,2010,481,1417
189397330,2022,475,1387
189406652,2017,482,1411
189418449,2004,491,1380
189429074,2004,481,1358
189439446,2004,466,1367
189449117,2010,472,1428
189460059,1984,461,1406
189470956,1986,430,1378
189480569,1985,484,1425
189491267,1972,470,1435
189500533,1982,463,1486
189509761,1983,459,1428
189519605,1979,462,1464
